"country","GDP_year","GDP","population","gini","taxes","fertility","mortaliy_under5"
Russian Federation,2011,1590489364644.29,142960908,39.7,13.9542036796753,1.582,10.1
Russian Federation,2012,1654492026998.83,143201721,40.7,13.7546730412872,1.691,9.8
Russian Federation,2013,1683535346495.76,143506995,40.9,12.933492451261,1.707,9.5
Russian Federation,2014,1695930665412.95,143819667,39.9,13.2553613046452,1.75,8.9
Russian Federation,2015,1662474715110.35,144096870,37.7,10.6420948088217,1.777,8.2
Russian Federation,2016,1665694763578.53,144342397,36.8,9.18312209969854,1.762,7.5
Russian Federation,2017,1696106853061.04,144496739,37.2,10.2884056740183,1.621,6.9
Russian Federation,2018,1743720734850.68,144477859,37.5,11.4687730024336,1.579,6.3
San Marino,2006,2082324147.78876,29694.0,,17.2225010598291,,3.7
San Marino,2007,2230363289.08025,30068.0,,17.6382630770194,,3.4
San Marino,2008,2219190523.69976,30434.0,,17.6709153176255,,3.2
San Marino,2009,1990148833.39972,30825.0,,16.9391091898649,,2.9
San Marino,2010,1881214370.93994,31221.0,,15.5920229527836,,2.7
San Marino,2011,1724795655.61309,31655.0,,16.1530355640829,,2.5
San Marino,2012,1603291832.10026,32103.0,,18.0162574059247,1.26,2.4
San Marino,2013,1590722471.04721,32554.0,,17.0662396360759,,2.2
San Marino,2014,1579549705.66672,32941.0,,18.3455831253968,,2.1
San Marino,2015,1615745175.01546,33270.0,,17.8902228816041,,2.0
San Marino,2016,1653624799.59014,33503.0,,16.6895193629214,,1.9
San Marino,2017,1657895541.39012,33671.0,,16.4688470032622,,1.8
San Marino,2018,1683506067.26526,33784.0,,17.9568167650591,,1.7
Serbia,2006,37953228515.7138,7411569.0,,,1.43,8.4
Serbia,2007,40397236364.6127,7381579.0,,21.3021144678086,1.38,8.1
Serbia,2008,42681933020.219,7350222.0,,21.1478438150125,1.4,8.0
Serbia,2009,41515968465.9198,7320807.0,,20.0048064707481,1.44,7.8
Serbia,2010,41819468691.8251,7291436.0,,20.2292670544804,1.4,7.6
Serbia,2011,42671028784.1099,7234099.0,,19.0547409429858,1.4,7.4
Serbia,2012,42380207643.5152,7199077.0,39.9,18.5525002126608,1.45,7.1
Serbia,2013,43606113097.5697,7164132.0,39.5,20.8387384343401,1.43,6.9
Serbia,2014,42912989429.7754,7130576.0,40.5,21.9701414004315,1.46,6.6
Serbia,2015,43688023451.3019,7095383.0,40.5,22.3552132868459,1.46,6.3
Serbia,2016,45146586020.325,7058322.0,38.8,23.2899150584378,1.46,6.0
Serbia,2017,46095189764.125,7020858.0,36.2,24.068038298589,1.49,5.8
Serbia,2018,48167224454.1516,6982604.0,,23.5981870443934,1.49,5.5
Slovakia,2006,77183191548.8511,5373054.0,25.8,16.800847388085,1.25,7.9
Slovakia,2007,85543697111.3733,5374622.0,24.7,16.7489005333346,1.27,7.7
Slovakia,2008,90312661014.7879,5379233.0,26.0,16.4458086884117,1.34,7.4
Slovakia,2009,85385623781.6126,5386406.0,27.2,15.5233082674625,1.44,7.2
Slovakia,2010,90398832433.9335,5391428.0,27.3,15.1303826918297,1.43,7.0
Slovakia,2011,92972684423.6731,5398384.0,26.5,16.0772497570946,1.45,6.8
Slovakia,2012,94736136629.9989,5407579.0,26.1,15.5316024121852,1.34,6.6
Slovakia,2013,95367586177.8506,5413393.0,28.1,16.7025974186112,1.34,6.5
Slovakia,2014,97886806555.4282,5418649.0,26.1,17.4551528580795,1.37,6.4
Slovakia,2015,102599958081.508,5423801.0,26.5,18.1892767842327,1.4,6.2
Slovakia,2016,104788135893.823,5430798.0,25.2,18.1394732748866,1.48,6.1
Slovakia,2017,107920798507.243,5439232.0,,18.6056976775634,1.52,6.0
Slovakia,2018,111860040781.458,5446771.0,25.0,18.624405804123,1.54,5.9
Slovenia,2006,46464917542.2106,2006868.0,24.4,20.893860031577,1.31,4.0
Slovenia,2007,49708243481.106,2018122.0,24.4,20.0747511166279,1.38,3.8
Slovenia,2008,51452924048.1751,2021316.0,23.7,19.4079592154111,1.53,3.6
Slovenia,2009,47569032084.5723,2039669.0,24.8,17.9971511182466,1.53,3.4
Slovenia,2010,48208240226.4501,2048583.0,24.9,18.0573023653755,1.57,3.2
Slovenia,2011,48623471168.9764,2052843.0,24.9,17.8391642699425,1.56,3.1
Slovenia,2012,47340084426.0571,2057159.0,25.6,17.8673169141809,1.58,2.9
Slovenia,2013,46852821092.7902,2059953.0,26.2,17.8998694064708,1.55,2.8
Slovenia,2014,48149781597.2791,2061980.0,25.7,18.168817949332,1.58,2.6
Slovenia,2015,49213931063.9334,2063531.0,25.4,18.4938830799173,1.57,2.5
Slovenia,2016,50784767161.7182,2065042.0,24.8,18.6066578234862,1.58,2.4
Slovenia,2017,53219159738.4832,2066388.0,24.2,18.3463608388814,1.62,2.3
Slovenia,2018,55552554713.0659,2073894.0,24.6,18.5312483312926,1.61,2.2
Spain,2006,1411461390559.29,44397319,33.5,,1.36,4.5
Spain,2007,1462340169523.89,45226803,34.1,,1.38,4.4
Spain,2008,1475313249889.36,45954106,34.2,,1.45,4.2
Spain,2009,1419793790647.73,46362946,34.9,,1.38,4.0
Spain,2010,1422108199783.34,46576897,35.2,,1.37,3.8
Spain,2011,1410526928100.77,46742697,35.7,,1.34,3.7
Spain,2012,1368783211618.46,46773055,35.4,,1.32,3.6
Spain,2013,1349135775978.08,46620045,36.2,,1.27,3.5
Spain,2014,1367806573139.25,46480882,36.1,,1.32,3.4
Spain,2015,1420264316878.6,46444832,36.2,,1.33,3.3
Spain,2016,1463316808003.09,46484062,35.8,,1.34,3.2
Spain,2017,1506830599353.93,46593236,34.7,13.7223107291971,1.31,3.2
Spain,2018,1543447293320.58,46797754,34.7,14.2212397684517,1.26,3.2
Sweden,2006,475064446275.73,9080505.0,26.4,28.5603081429543,1.85,3.5
Sweden,2007,491402966162.082,9148092.0,27.1,28.5070406755097,1.88,3.3
Sweden,2008,489188904610.127,9219637.0,28.1,27.4719371629243,1.91,3.2
Sweden,2009,467959130636.214,9298515.0,27.3,27.2335384612622,1.94,3.1
Sweden,2010,495812558843.31,9378126.0,27.7,27.3995188579747,1.98,3.1
Sweden,2011,511655422318.786,9449213.0,27.6,26.6327333985174,1.9,3.0
Sweden,2012,508645330091.796,9519374.0,27.6,26.3039107303439,1.91,3.0
Sweden,2013,514686895802.716,9600379.0,28.8,26.4675406280059,1.89,2.9
Sweden,2014,528366235242.641,9696110.0,28.4,26.5148908140545,1.88,2.9
Sweden,2015,552086083358.095,9799186.0,29.2,27.1368417099522,1.85,2.9
Sweden,2016,563517539985.087,9923085.0,29.6,28.120504703138,1.85,2.8
Sweden,2017,577988245098.533,10057698,28.8,28.1273850866599,1.78,2.7
Sweden,2018,589259147923.413,10175214,30.0,27.9091466033843,1.76,2.7
Switzerland,2006,558432011619.952,7483934.0,33.9,9.14914050100734,1.44,4.9
Switzerland,2007,580745403737.188,7551117.0,34.3,9.01425283337186,1.46,4.8
Switzerland,2008,596747909749.776,7647675.0,33.8,9.53609776378747,1.48,4.7
Switzerland,2009,584337741980.175,7743831.0,32.9,9.28175595937054,1.5,4.6
Switzerland,2010,603434493402.679,7824909.0,32.6,9.29288250859921,1.52,4.6
Switzerland,2011,615023126905.369,7912398.0,31.7,9.24255046292749,1.52,4.5
Switzerland,2012,622509149394.166,7996861.0,31.6,9.09370056598109,1.52,4.4
Switzerland,2013,633849198063.623,8089346.0,32.5,9.17162958719373,1.52,4.4
Switzerland,2014,649358506468.394,8188649.0,32.5,8.9900958525177,1.54,4.4
Switzerland,2015,660123368612.609,8282396.0,32.3,9.44687261718764,1.54,4.3
Switzerland,2016,673624122427.937,8373338.0,33.0,9.30042803315799,1.54,4.2
Switzerland,2017,684299849661.364,8451840.0,32.7,9.92912781437063,1.52,4.2
Switzerland,2018,704920576240.946,8514329.0,33.1,9.55511205283755,1.52,4.1
Ukraine,2006,139607929641.793,46787786,29.8,17.7648807443407,1.31,13.9
Ukraine,2007,150209086270.689,46509355,27.0,16.5007145565375,1.345,13.4
Ukraine,2008,153669941036.719,46258189,26.6,17.8801019077614,1.458,12.9
Ukraine,2009,130990467246.875,46053331,25.3,16.3877521496974,1.473,12.3
Ukraine,2010,136013155905.036,45870741,24.8,15.5705214083343,1.443,11.7
Ukraine,2011,143446957451.616,45706086,24.6,18.5150527965194,1.459,11.2
Ukraine,2012,143789339118.051,45593342,24.7,18.316557139084,1.531,10.7
Ukraine,2013,143750950398.359,45489648,24.6,17.5613807826656,1.506,10.2
Ukraine,2014,134331480637.625,45272155,24.0,17.294347838416,1.498,9.8
Ukraine,2015,121203317705.377,45154036,25.5,20.4513654211322,1.506,9.5
Ukraine,2016,123912293812.632,45004673,25.0,19.6301198096561,1.466,9.2
Ukraine,2017,126968015121.443,44831135,26.0,20.0345254939706,1.374,8.9
Ukraine,2018,131291651249.309,44622518,26.1,20.1408893342575,1.301,8.6
United Kingdom,2006,2483917165662.06,60846820,34.6,25.7565857243974,1.82,5.9
United Kingdom,2007,2542551914678.86,61322463,35.7,25.9294282009075,1.86,5.8
United Kingdom,2008,2535463784367.3,61806995,34.1,26.4974431480331,1.91,5.6
United Kingdom,2009,2431156088971.62,62276270,34.3,24.1525256810889,1.89,5.4
United Kingdom,2010,2481579504997.81,62766365,34.4,25.2945934283795,1.92,5.2
United Kingdom,2011,2513237223477.67,63258810,33.2,25.8381065222773,1.91,5.0
United Kingdom,2012,2549186468912.68,63700215,32.3,25.0789533640618,1.92,4.8
United Kingdom,2013,2604914574687.66,64128273,33.2,25.0962177925965,1.83,4.7
United Kingdom,2014,2679486211063.81,64602298,34.0,24.8771878596335,1.81,4.5
United Kingdom,2015,2742804332759.55,65116219,33.2,25.0033209334454,1.8,4.5
United Kingdom,2016,2790046007973.58,65611593,34.8,25.415949771195,1.79,4.4
United Kingdom,2017,2838601442114.14,66058859,35.1,25.6570007980638,1.74,4.4
United Kingdom,2018,2874157497314.14,66460344,,25.6203216745604,1.68,4.3
